1.288834165363963535e+01 -5.723920486763412363e+00
1.300827000350452245e+01 -5.890502186355470293e+00
1.306036891906838271e+01 -6.289425110238961558e+00
1.310236718190572169e+01 -6.669398364601589968e+00
1.313767274068984214e+01 -7.062927429586879136e+00
1.312160053556771899e+01 -7.574549297215248167e+00
1.312237384244622618e+01 -8.168250966632811583e+00
1.306515336890686640e+01 -8.797642393235953762e+00
1.307624104600449044e+01 -9.426912050360192197e+00
1.289493860179373641e+01 -1.004195671033851056e+01
1.271886329528492610e+01 -1.068638262510633474e+01
1.199614064493307808e+01 -1.124264557322702451e+01
1.164527376251862556e+01 -1.173441039020157639e+01
1.075787335320242022e+01 -1.241222246469079415e+01
1.032595257941624567e+01 -1.279064282128230445e+01
9.752031897557522200e+00 -1.316681906176541439e+01
9.240804788364220812e+00 -1.349753769666606296e+01
8.659869910115050473e+00 -1.376102501487869567e+01
7.990678537749698940e+00 -1.396380869199373009e+01
7.342155910700625121e+00 -1.462514637484262714e+01
6.699122452013472007e+00 -1.416747523283837751e+01
6.008123685240689404e+00 -1.440442123875485692e+01
5.316550088865729329e+00 -1.397394739839119282e+01
4.595133873108983025e+00 -1.385358516414775742e+01
4.055102109879940464e+00 -1.361977181136434645e+01
3.557232212857773135e+00 -1.324068856785053505e+01
3.133971971243159071e+00 -1.280404999014161582e+01
2.489292933111897366e+00 -1.195183932943614558e+01
2.082970175213275432e+00 -1.103387149359600095e+01
1.440586934021965249e+00 -1.020929001166269323e+01
1.302755445505264120e+00 -9.472387520534518046e+00
1.321279883330070293e+00 -8.640279963737889091e+00
1.270203147895443196e+00 -7.795154809533693552e+00
1.364261232232585996e+00 -7.035625290761701400e+00
1.441982614191160472e+00 -6.308536021309348207e+00
1.480452265973762671e+00 -5.465619343011538511e+00
1.672478558377029856e+00 -4.742751976287575388e+00
1.980461792051427139e+00 -4.054572258963877296e+00
2.534412303867853655e+00 -3.368297030102630707e+00
3.208366640914647405e+00 -2.938992585172448102e+00
3.899423671637196165e+00 -2.667083508339657794e+00
4.620858542156272009e+00 -2.452871785352196188e+00
5.440870919296199482e+00 -2.404077027888041229e+00
6.439740076769718158e+00 -2.487920371145798448e+00
7.717669154378840268e+00 -2.927189448412661488e+00
8.303235915550050805e+00 -3.195842399844035508e+00
9.215729522686901376e+00 -3.477453458793686725e+00
1.066548988226287520e+01 -3.663395999021556548e+00
1.150049151005682901e+01 -4.055145383559484173e+00
1.209299753570861924e+01 -4.524683673629749769e+00
1.252121118461285398e+01 -5.234086285715028986e+00
1.288141006927996202e+01 -5.754930330100282099e+00
